,title,artist,peakPos,lastPos,weeks,isNew,rank,date,year
8728,You Say,Lauren Daigle,29,32,36,False,29,2019-03-30,2019
8729,MIA,Bad Bunny Featuring Drake,5,28,23,False,30,2019-03-30,2019
8730,ZEZE,Kodak Black Featuring Travis Scott & Offset,2,29,23,False,31,2019-03-30,2019
8731,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,32,51,3,False,32,2019-03-30,2019
8732,Youngblood,5 Seconds Of Summer,7,33,42,False,33,2019-03-30,2019
8733,Pure Water,Mustard & Migos,34,40,8,False,34,2019-03-30,2019
8734,Robbery,Juice WRLD,27,27,5,False,35,2019-03-30,2019
8735,Look Back At It,A Boogie Wit da Hoodie,32,36,15,False,36,2019-03-30,2019
8736,Baby Shark,Pinkfong,32,35,12,False,37,2019-03-30,2019
8737,Tequila,Dan + Shay,21,34,46,False,38,2019-03-30,2019
8738,Envy Me,Calboy,39,43,14,False,39,2019-03-30,2019
8739,Lucid Dreams,Juice WRLD,2,37,45,False,40,2019-03-30,2019
8740,Talk,Khalid,41,42,6,False,41,2019-03-30,2019
8741,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,39,25,False,42,2019-03-30,2019
8742,Mixed Personalities,YNW Melly Featuring Kanye West,43,46,9,False,43,2019-03-30,2019
8743,I Like It,"Cardi B, Bad Bunny & J Balvin",1,44,50,False,44,2019-03-30,2019
8744,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,38,49,13,False,45,2019-03-30,2019
8745,Bury A Friend,Billie Eilish,14,45,8,False,46,2019-03-30,2019
8746,Millionaire,Chris Stapleton,47,53,15,False,47,2019-03-30,2019
8747,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,48,54,7,False,48,2019-03-30,2019
8748,Put A Date On It,Yo Gotti Featuring Lil Baby,49,56,8,False,49,2019-03-30,2019
8749,Act Up,City Girls,50,63,3,False,50,2019-03-30,2019
8750,Twerk,City Girls Featuring Cardi B,29,50,11,False,51,2019-03-30,2019
8751,Girls Need Love,Summer Walker X Drake,37,52,4,False,52,2019-03-30,2019
8752,Here Tonight,Brett Young,53,60,11,False,53,2019-03-30,2019
8753,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,54,64,6,False,54,2019-03-30,2019
8754,Numb Numb Juice,ScHoolboy Q,55,0,1,True,55,2019-03-30,2019
8755,Worth It,YK Osiris,56,62,5,False,56,2019-03-30,2019
8756,Pure Cocaine,Lil Baby,46,72,13,False,57,2019-03-30,2019
8757,Close Friends,Lil Baby,28,66,21,False,58,2019-03-30,2019
8758,Bad Liar,Imagine Dragons,59,70,4,False,59,2019-03-30,2019
8759,Hear Me Calling,Juice WRLD,38,38,3,False,60,2019-03-30,2019
8760,Eyes On You,Chase Rice,61,69,5,False,61,2019-03-30,2019
8761,Sally Walker,Iggy Azalea,62,0,1,True,62,2019-03-30,2019
8762,Take It From Me,Jordan Davis,46,58,12,False,63,2019-03-30,2019
8763,This Is It,Scotty McCreery,42,55,15,False,64,2019-03-30,2019
8764,Shot Clock,Ella Mai,65,71,8,False,65,2019-03-30,2019
8765,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",66,97,3,False,66,2019-03-30,2019
8766,Empty,Juice WRLD,41,41,2,False,67,2019-03-30,2019
8767,Undrunk,FLETCHER,68,85,2,False,68,2019-03-30,2019
8768,Good As You,Kane Brown,69,73,4,False,69,2019-03-30,2019
8769,Saturday Nights,Khalid & Kane Brown,57,78,7,False,70,2019-03-30,2019
8770,I,Lil Skies,39,57,3,False,71,2019-03-30,2019
8771,There Was This Girl,Riley Green,71,74,4,False,72,2019-03-30,2019
8772,Undecided,Chris Brown,35,67,11,False,73,2019-03-30,2019
8773,Girl Like You,Jason Aldean,46,68,17,False,74,2019-03-30,2019
8774,Whiskey Glasses,Morgan Wallen,75,80,3,False,75,2019-03-30,2019
8775,Make It Sweet,Old Dominion,76,79,12,False,76,2019-03-30,2019
8776,Miss Me More,Kelsea Ballerini,77,83,7,False,77,2019-03-30,2019
8777,One That Got Away,Michael Ray,78,84,4,False,78,2019-03-30,2019
8778,Here With Me,Marshmello Featuring CHVRCHES,75,75,2,False,79,2019-03-30,2019
8779,Look What God Gave Her,Thomas Rhett,52,82,3,False,80,2019-03-30,2019
8780,Down To The Honkytonk,Jake Owen,69,76,12,False,81,2019-03-30,2019
8781,GIRL,Maren Morris,61,61,3,False,82,2019-03-30,2019
8782,Ella Quiere Beber,Anuel AA & Romeo Santos,61,81,20,False,83,2019-03-30,2019
8783,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,84,96,2,False,84,2019-03-30,2019
8784,Night Shift,Jon Pardi,85,86,5,False,85,2019-03-30,2019
8785,Fast,Juice WRLD,47,47,2,False,86,2019-03-30,2019
8786,Wish You Were Gay,Billie Eilish,59,59,3,False,87,2019-03-30,2019
8787,Rumor,Lee Brice,88,88,2,False,88,2019-03-30,2019
8788,Walk Me Home,P!nk,54,0,3,False,89,2019-03-30,2019
8789,Faucet Failure,Ski Mask The Slump God,87,99,4,False,90,2019-03-30,2019
8790,Calma,Pedro Capo X Farruko,91,92,2,False,91,2019-03-30,2019
8791,Calling My Spirit,Kodak Black,46,87,16,False,92,2019-03-30,2019
8792,Talk You Out Of It,Florida Georgia Line,80,98,5,False,93,2019-03-30,2019
8793,Secreto,Anuel AA & Karol G,68,89,7,False,94,2019-03-30,2019
8794,On My Way To You,Cody Johnson,91,0,6,False,95,2019-03-30,2019
8795,Slow Dancing In The Dark,Joji,96,0,1,True,96,2019-03-30,2019
8796,Let Me Down Slowly,Alec Benjamin + Alessia Cara,79,0,6,False,97,2019-03-30,2019
8797,Lovely,Billie Eilish & Khalid,64,93,20,False,98,2019-03-30,2019
8798,My Bad,Khalid,77,77,2,False,99,2019-03-30,2019
8799,Love Wins,Carrie Underwood,83,0,9,False,100,2019-03-30,2019
8800,7 Rings,Ariana Grande,1,2,8,False,1,2019-03-23,2019
8801,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,4,21,False,2,2019-03-23,2019
8802,Without Me,Halsey,1,5,23,False,3,2019-03-23,2019
8803,Please Me,Cardi B & Bruno Mars,3,3,4,False,4,2019-03-23,2019
8804,Wow.,Post Malone,5,7,12,False,5,2019-03-23,2019
8805,Sucker,Jonas Brothers,1,1,2,False,6,2019-03-23,2019
8806,Happier,Marshmello & Bastille,2,8,30,False,7,2019-03-23,2019
8807,Middle Child,J. Cole,4,9,8,False,8,2019-03-23,2019
8808,Shallow,Lady Gaga & Bradley Cooper,1,6,24,False,9,2019-03-23,2019
8809,Sicko Mode,Travis Scott,1,10,32,False,10,2019-03-23,2019
8810,Thotiana,Blueface,9,13,9,False,11,2019-03-23,2019
8811,High Hopes,Panic! At The Disco,4,12,32,False,12,2019-03-23,2019
8812,Eastside,"benny blanco, Halsey & Khalid",9,14,35,False,13,2019-03-23,2019
8813,Going Bad,Meek Mill Featuring Drake,6,16,15,False,14,2019-03-23,2019
8814,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2,15,5,False,15,2019-03-23,2019
8815,"Thank U, Next",Ariana Grande,1,11,19,False,16,2019-03-23,2019
8816,Murder On My Mind,YNW Melly,14,17,8,False,17,2019-03-23,2019
8817,Dancing With A Stranger,Sam Smith & Normani,18,20,9,False,18,2019-03-23,2019
8818,Better,Khalid,18,21,26,False,19,2019-03-23,2019
8819,Girls Like You,Maroon 5 Featuring Cardi B,1,19,42,False,20,2019-03-23,2019
8820,A Lot,21 Savage,12,18,12,False,21,2019-03-23,2019
8821,Sweet But Psycho,Ava Max,22,24,13,False,22,2019-03-23,2019
8822,Money,Cardi B,13,23,21,False,23,2019-03-23,2019
8823,Drip Too Hard,Lil Baby & Gunna,4,22,26,False,24,2019-03-23,2019
8824,Be Alright,Dean Lewis,25,26,20,False,25,2019-03-23,2019
8825,Beautiful Crazy,Luke Combs,23,25,18,False,26,2019-03-23,2019
8826,Robbery,Juice WRLD,27,34,4,False,27,2019-03-23,2019
8827,MIA,Bad Bunny Featuring Drake,5,27,22,False,28,2019-03-23,2019
8828,ZEZE,Kodak Black Featuring Travis Scott & Offset,2,28,22,False,29,2019-03-23,2019
8829,Better Now,Post Malone,3,29,46,False,30,2019-03-23,2019
8830,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,28,31,17,False,31,2019-03-23,2019
8831,You Say,Lauren Daigle,30,32,35,False,32,2019-03-23,2019
8832,Youngblood,5 Seconds Of Summer,7,30,41,False,33,2019-03-23,2019
8833,Tequila,Dan + Shay,21,33,45,False,34,2019-03-23,2019
8834,Baby Shark,Pinkfong,32,38,11,False,35,2019-03-23,2019
8835,Look Back At It,A Boogie Wit da Hoodie,32,35,14,False,36,2019-03-23,2019
8836,Lucid Dreams,Juice WRLD,2,36,44,False,37,2019-03-23,2019
8837,Hear Me Calling,Juice WRLD,38,56,2,False,38,2019-03-23,2019
8838,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,43,24,False,39,2019-03-23,2019
8839,Pure Water,Mustard & Migos,40,51,7,False,40,2019-03-23,2019
8840,Empty,Juice WRLD,41,0,1,True,41,2019-03-23,2019
8841,Talk,Khalid,42,49,5,False,42,2019-03-23,2019
8842,Envy Me,Calboy,40,40,13,False,43,2019-03-23,2019
8843,I Like It,"Cardi B, Bad Bunny & J Balvin",1,41,49,False,44,2019-03-23,2019
8844,Bury A Friend,Billie Eilish,14,42,7,False,45,2019-03-23,2019
8845,Mixed Personalities,YNW Melly Featuring Kanye West,46,50,8,False,46,2019-03-23,2019
8846,Fast,Juice WRLD,47,0,1,True,47,2019-03-23,2019
8847,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,11,44,26,False,48,2019-03-23,2019
8848,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,38,48,12,False,49,2019-03-23,2019
8849,Twerk,City Girls Featuring Cardi B,29,46,10,False,50,2019-03-23,2019
8850,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,51,83,2,False,51,2019-03-23,2019
8851,Girls Need Love,Summer Walker X Drake,37,37,3,False,52,2019-03-23,2019
8852,Millionaire,Chris Stapleton,53,55,14,False,53,2019-03-23,2019
8853,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,54,57,6,False,54,2019-03-23,2019
8854,This Is It,Scotty McCreery,42,53,14,False,55,2019-03-23,2019
8855,Put A Date On It,Yo Gotti Featuring Lil Baby,56,90,7,False,56,2019-03-23,2019
8856,I,Lil Skies,39,39,2,False,57,2019-03-23,2019
8857,Take It From Me,Jordan Davis,46,54,11,False,58,2019-03-23,2019
8858,Wish You Were Gay,Billie Eilish,59,74,2,False,59,2019-03-23,2019
8859,Here Tonight,Brett Young,60,62,10,False,60,2019-03-23,2019
8860,GIRL,Maren Morris,61,0,2,False,61,2019-03-23,2019
8861,Worth It,YK Osiris,62,65,4,False,62,2019-03-23,2019
8862,Act Up,City Girls,63,77,2,False,63,2019-03-23,2019
8863,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,56,60,5,False,64,2019-03-23,2019
8864,Maze,Juice WRLD,65,0,1,True,65,2019-03-23,2019
8865,Close Friends,Lil Baby,28,59,20,False,66,2019-03-23,2019
8866,Undecided,Chris Brown,35,58,10,False,67,2019-03-23,2019
8867,Girl Like You,Jason Aldean,46,61,16,False,68,2019-03-23,2019
8868,Eyes On You,Chase Rice,69,70,4,False,69,2019-03-23,2019
8869,Bad Liar,Imagine Dragons,70,72,3,False,70,2019-03-23,2019
8870,Shot Clock,Ella Mai,68,68,7,False,71,2019-03-23,2019
8871,Pure Cocaine,Lil Baby,46,0,12,False,72,2019-03-23,2019
8872,Good As You,Kane Brown,73,78,3,False,73,2019-03-23,2019
8873,There Was This Girl,Riley Green,71,71,3,False,74,2019-03-23,2019
8874,Here With Me,Marshmello Featuring CHVRCHES,75,0,1,True,75,2019-03-23,2019
8875,Down To The Honkytonk,Jake Owen,69,69,11,False,76,2019-03-23,2019
8876,My Bad,Khalid,77,0,1,True,77,2019-03-23,2019
8877,Saturday Nights,Khalid & Kane Brown,57,0,6,False,78,2019-03-23,2019
8878,Make It Sweet,Old Dominion,76,76,11,False,79,2019-03-23,2019
8879,Whiskey Glasses,Morgan Wallen,80,85,2,False,80,2019-03-23,2019
8880,Ella Quiere Beber,Anuel AA & Romeo Santos,61,67,19,False,81,2019-03-23,2019
8881,Look What God Gave Her,Thomas Rhett,52,52,2,False,82,2019-03-23,2019
8882,Miss Me More,Kelsea Ballerini,81,81,6,False,83,2019-03-23,2019
8883,One That Got Away,Michael Ray,84,89,3,False,84,2019-03-23,2019
8884,Undrunk,FLETCHER,85,0,1,True,85,2019-03-23,2019
8885,Night Shift,Jon Pardi,86,86,4,False,86,2019-03-23,2019
8886,Calling My Spirit,Kodak Black,46,80,15,False,87,2019-03-23,2019
8887,Rumor,Lee Brice,88,0,1,True,88,2019-03-23,2019
8888,Secreto,Anuel AA & Karol G,68,84,6,False,89,2019-03-23,2019
8889,What Makes You Country,Luke Bryan,54,66,11,False,90,2019-03-23,2019
8890,Flaws And Sins,Juice WRLD,91,0,1,True,91,2019-03-23,2019
8891,Calma,Pedro Capo X Farruko,92,0,1,True,92,2019-03-23,2019
8892,Lovely,Billie Eilish & Khalid,64,91,19,False,93,2019-03-23,2019
8893,When The Party's Over,Billie Eilish,52,95,20,False,94,2019-03-23,2019
8894,Nights Like This,Kehlani Featuring Ty Dolla $ign,67,79,9,False,95,2019-03-23,2019
8895,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,96,0,1,True,96,2019-03-23,2019
8896,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",93,93,2,False,97,2019-03-23,2019
8897,Talk You Out Of It,Florida Georgia Line,80,97,4,False,98,2019-03-23,2019
8898,Faucet Failure,Ski Mask The Slump God,87,87,3,False,99,2019-03-23,2019
8899,Always Remember Us This Way,Lady Gaga,41,64,9,False,100,2019-03-23,2019
8900,Sucker,Jonas Brothers,1,0,1,True,1,2019-03-16,2019
8901,7 Rings,Ariana Grande,1,2,7,False,2,2019-03-16,2019
8902,Please Me,Cardi B & Bruno Mars,3,14,3,False,3,2019-03-16,2019
8903,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,4,20,False,4,2019-03-16,2019
8904,Without Me,Halsey,1,3,22,False,5,2019-03-16,2019
8905,Shallow,Lady Gaga & Bradley Cooper,1,1,23,False,6,2019-03-16,2019
8906,Wow.,Post Malone,7,8,11,False,7,2019-03-16,2019
8907,Happier,Marshmello & Bastille,2,6,29,False,8,2019-03-16,2019
8908,Middle Child,J. Cole,4,5,7,False,9,2019-03-16,2019
8909,Sicko Mode,Travis Scott,1,10,31,False,10,2019-03-16,2019
8910,"Thank U, Next",Ariana Grande,1,7,18,False,11,2019-03-16,2019
8911,High Hopes,Panic! At The Disco,4,11,31,False,12,2019-03-16,2019
8912,Thotiana,Blueface,9,9,8,False,13,2019-03-16,2019
8913,Eastside,"benny blanco, Halsey & Khalid",9,12,34,False,14,2019-03-16,2019
8914,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2,13,4,False,15,2019-03-16,2019
8915,Going Bad,Meek Mill Featuring Drake,6,16,14,False,16,2019-03-16,2019
8916,Murder On My Mind,YNW Melly,14,15,7,False,17,2019-03-16,2019
8917,A Lot,21 Savage,12,18,11,False,18,2019-03-16,2019
8918,Girls Like You,Maroon 5 Featuring Cardi B,1,17,41,False,19,2019-03-16,2019
8919,Dancing With A Stranger,Sam Smith & Normani,20,22,8,False,20,2019-03-16,2019
8920,Better,Khalid,18,21,25,False,21,2019-03-16,2019
8921,Drip Too Hard,Lil Baby & Gunna,4,19,25,False,22,2019-03-16,2019
8922,Money,Cardi B,13,20,20,False,23,2019-03-16,2019
8923,Sweet But Psycho,Ava Max,24,24,12,False,24,2019-03-16,2019
8924,Beautiful Crazy,Luke Combs,23,23,17,False,25,2019-03-16,2019
8925,Be Alright,Dean Lewis,26,29,19,False,26,2019-03-16,2019
8926,MIA,Bad Bunny Featuring Drake,5,26,21,False,27,2019-03-16,2019
