,sentiment_polarity
1294,0.0106114050558494
1295,0.0741666666666667
1296,-0.1196581196581196
1297,0.0113932326177224
1298,0.2116452991452991
1299,-0.0862962962962963
1300,0.0995061728395061
1301,0.0508802308802308
1302,-0.1196111111111111
1303,0.1281110423967567
1304,0.1262030075187969
1305,0.0018181818181818
1306,-0.0119223484848484
1307,-0.0091055718475073
1308,0.0
1309,0.3507692307692308
1310,0.5214285714285715
1311,0.1701704545454545
1312,0.336875
1313,-0.1148550724637681
1314,0.1972222222222222
1315,0.3
1316,0.2690909090909091
1317,-0.0489615154237795
1318,0.1431919642857143
1319,-0.107347670250896
1320,-0.0873436748436748
1321,-0.0738275613275613
